uprn,OS_lpi_address,OS_pao,OS_postcode,OS_max_height,OS_height_band,OS_max_epc_floor_level,OS_address_count,OS_property_type,OS_lucs_type_count,OS_title_number,OS_title_number_counts,OS_toid,OS_usrn,OS_custodian_name,OS_country,OS_easting,OS_northing
10000817640,"SOUTH CITY COURT, 52 PECKHAM GROVE, LONDON, SE15 6AB",SOUTH CITY COURT 52 PECKHAM GROVE,SE15 6AB,20.4,Over 18m,5,124,FLATS,RESIDENTIAL:124,{SGL429715},1,osgb1000001769472080,22501920,SOUTHWARK,ENGLAND,533320,177252
200003500325,"PEACOCK HOUSE, 38 ST GILES ROAD, LONDON, SE5 7RG",PEACOCK HOUSE 38 ST GILES ROAD,SE5 7RG,19.6,Over 18m,3,17,FLATS,RESIDENTIAL:17,{TGL139030},1,osgb1000006021872,22502337,SOUTHWARK,ENGLAND,533150,176851
10013528393,"PROSPECT HOUSE, SUN PASSAGE, LONDON, SE16 4SZ",PROSPECT HOUSE SUN PASSAGE,SE16 4SZ,24.5,Over 18m,7,43,FLATS,RESIDENTIAL:43,{TGL223347},1,osgb1000001769649652,22503138,SOUTHWARK,ENGLAND,534171.86,179326.9
10091666422,"RUTHERFORD HEIGHTS, RODNEY ROAD, LONDON, SE17 1AS",RUTHERFORD HEIGHTS RODNEY ROAD,SE17 1AS,36.6,Over 18m,0,55,FLATS,RESIDENTIAL:55,{SGL384379},1,osgb5000005156689523,22502094,SOUTHWARK,ENGLAND,532498.4,178770.01
200003498761,"PRESCOTT HOUSE BRANDON ESTATE, HILLINGDON STREET, LONDON, SE17 3PH",PRESCOTT HOUSE BRANDON ESTATE HILLINGDON STREET,SE17 3PH,50.3,Over 18m,17,68,FLATS,RESIDENTIAL:68,{LN107479},1,osgb1000005720070,22501246,SOUTHWARK,ENGLAND,531766,177508
10090284818,"OTTAWA HOUSE, ALBATROSS WAY, LONDON, SE16 7BY",OTTAWA HOUSE ALBATROSS WAY,SE16 7BY,19.2,Over 18m,3,43,FLATS,RESIDENTIAL:43,{TGL318319},1,osgb5000005102371759,22502883,SOUTHWARK,ENGLAND,535491.46,179633.28
200003500458,"PALLANT HOUSE, TABARD STREET, LONDON, SE1 4YD",PALLANT HOUSE TABARD STREET,SE1 4YD,22.9,Over 18m,5,57,FLATS,RESIDENTIAL:57,{SGL415154},1,osgb1000005888932,22502459,SOUTHWARK,ENGLAND,532828,179223
200003497550,"NASHE HOUSE LAWSON ESTATE, BURBAGE CLOSE, LONDON, SE1 4ET",NASHE HOUSE LAWSON ESTATE BURBAGE CLOSE,SE1 4ET,34.4,Over 18m,11,42,FLATS,RESIDENTIAL:42,{SGL415154},1,osgb1000005888892,22500372,SOUTHWARK,ENGLAND,532690,179216
200003755327,"LEDBURY HOUSE EAST DULWICH ESTATE, PYTCHLEY ROAD, LONDON, SE22 8AN",LEDBURY HOUSE EAST DULWICH ESTATE PYTCHLEY ROAD,SE22 8AN,24.8,Over 18m,3,56,FLATS,RESIDENTIAL:56,{LN3440},1,osgb1000006018003,22502019,SOUTHWARK,ENGLAND,533398,175603
10000816548,"KING FREDERICK NINTH TOWER, FINLAND STREET, LONDON, SE16 7TH",KING FREDERICK NINTH TOWER FINLAND STREET,SE16 7TH,33.9,Over 18m,7,29,FLATS,RESIDENTIAL:29,{TGL34961},1,osgb1000041729087,22500962,SOUTHWARK,ENGLAND,536642,179361
10000816623,"MONARCH BUILDINGS, REDCROSS WAY, LONDON, SE1 1EB",MONARCH BUILDINGS REDCROSS WAY,SE1 1EB,18.2,Over 18m,,1,SINGLE COMMERCIAL,OFFICES:1,{TGL102212},1,osgb1000005887735,22502059,SOUTHWARK,ENGLAND,532311.04,179854.01
10000816557,"MAYHEW COURT DENMARK HILL ESTATE, DENMARK HILL, LONDON, SE5 8HG",MAYHEW COURT DENMARK HILL ESTATE DENMARK HILL,SE5 8HG,18.7,Over 18m,5,36,FLATS,RESIDENTIAL:36,{SGL336437},1,osgb1000005875182,22500746,SOUTHWARK,ENGLAND,532722,175421
10013525158,"HELIGAN HOUSE, WATER GARDENS SQUARE, LONDON, SE16 6RJ",HELIGAN HOUSE WATER GARDENS SQUARE,SE16 6RJ,28.1,Over 18m,7,39,FLATS,RESIDENTIAL:39,{TGL199373},1,osgb1000001769634587,22503258,SOUTHWARK,ENGLAND,535705,179551
200003498154,"GARBETT HOUSE, DODDINGTON GROVE, LONDON, SE17 3TD",GARBETT HOUSE DODDINGTON GROVE,SE17 3TD,18.1,Over 18m,4,19,FLATS,RESIDENTIAL:19,{LN82311},1,osgb1000005720253,22500779,SOUTHWARK,ENGLAND,531749,177949
200003499190,"GLENNIE COURT, LORDSHIP LANE, LONDON, SE22 8NY",GLENNIE COURT LORDSHIP LANE,SE22 8NY,21.2,Over 18m,6,24,FLATS,RESIDENTIAL:24,{LN87344},1,osgb1000006153363,22501557,SOUTHWARK,ENGLAND,534212,173454
200003497031,"HAROLD MADDISON HOUSE ALBERTA ESTATE, ALBERTA STREET, LONDON, SE17 3SG",HAROLD MADDISON HOUSE ALBERTA ESTATE ALBERTA STREET,SE17 3SG,29.3,Over 18m,10,48,FLATS,RESIDENTIAL:48,{LN129939},1,osgb1000005725416,22500031,SOUTHWARK,ENGLAND,531816,178442
10013528849,"EYOT HOUSE, SUN PASSAGE, LONDON, SE16 4RP",EYOT HOUSE SUN PASSAGE,SE16 4RP,32.3,Over 18m,7,65,FLATS,RESIDENTIAL:65,{TGL324815},1,osgb1000001769663267,22503138,SOUTHWARK,ENGLAND,534152.69,179322.34
10009800607,"CEDAR COURT, 1 ROYAL OAK YARD, LONDON, SE1 3GA",CEDAR COURT 1 ROYAL OAK YARD,SE1 3GA,20.4,Over 18m,5,18,MIXED USE,"RESIDENTIAL:13, OFFICES:5",{TGL221713},1,osgb1000001769497413,22503229,SOUTHWARK,ENGLAND,533227,179525
200003494257,"BEW COURT, LORDSHIP LANE, LONDON, SE22 8NZ",BEW COURT LORDSHIP LANE,SE22 8NZ,21.4,Over 18m,5,66,RETAIL MIXED USE,"RESIDENTIAL:62, OFFICES:2, COMMUNITY BUILDINGS:1",{LN87344},1,osgb1000006151963,22501557,SOUTHWARK,ENGLAND,534154,173566
200003755237,"BIRDSALL HOUSE, CHAMPION HILL, LONDON, SE5 8DP",BIRDSALL HOUSE CHAMPION HILL,SE5 8DP,18.8,Over 18m,4,35,FLATS,RESIDENTIAL:35,{LN89822},1,osgb1000006017715,22500477,SOUTHWARK,ENGLAND,533195,175613
200003755203,"BRANTWOOD HOUSE WYNDHAM ESTATE, BETHWIN ROAD, LONDON, SE5 0XP",BRANTWOOD HOUSE WYNDHAM ESTATE BETHWIN ROAD,SE5 0XP,18.4,Over 18m,4,32,FLATS,RESIDENTIAL:32,{TGL200313},1,osgb1000005883145,22500231,SOUTHWARK,ENGLAND,532243,177375
10009801115,"AURA COURT, 163 PECKHAM RYE, LONDON, SE15 3GW",AURA COURT 163 PECKHAM RYE,SE15 3GW,24.5,Over 18m,5,50,FLATS,RESIDENTIAL:50,{SGL376729},1,osgb1000001769609392,22501941,SOUTHWARK,ENGLAND,534795,175338
10000813595,"ALAN CAMP ARCHITECTS LTD, 84-88, UNION STREET, LONDON, SE1 0NW",84-88 UNION STREET,SE1 0NW,18.2,Over 18m,,1,MIXED USE,"RESIDENTIAL:1, OFFICES:1",{LN241474},1,osgb1000005890663,22502587,SOUTHWARK,ENGLAND,532186,180057
200003500147,"7 SHAD THAMES, LONDON, SE1 2NW",7 SHAD THAMES,SE1 2NW,18.6,Over 18m,4,3,FLATS,RESIDENTIAL:3,{TGL117295},1,osgb1000006030528,22502224,SOUTHWARK,ENGLAND,533807,179776
200003500838,"7 WESTMINSTER BRIDGE ROAD, LONDON, SE1 7XP",7 WESTMINSTER BRIDGE ROAD,SE1 7XP,22.5,Over 18m,5,16,FLATS,RESIDENTIAL:16,{LN137500},1,osgb1000005729234,22502685,SOUTHWARK,ENGLAND,531572,179425
200003363952,"CO-OPERATIVE DEVELOPMENT SOCIETY LTD, 7-14, GREAT DOVER STREET, LONDON, SE1 4YR",7-14 GREAT DOVER STREET,SE1 4YR,28,Over 18m,,1,MULTI COMMERCIAL,OFFICES:2,{TGL326727},1,osgb1000005887873,22501118,SOUTHWARK,ENGLAND,532468,179605
10009788031,"COACHLINE TAXIS LTD, 6 STEEDMAN STREET, LONDON, SE17 3AF",6 STEEDMAN STREET,SE17 3AF,28.4,Over 18m,,2,MULTI COMMERCIAL,"HIGHWAYS AND ROAD TRANSPORT:2, INDUSTRY:1",{SGL24095},1,osgb5000005174987862,22502382,SOUTHWARK,ENGLAND,532084.47,178716.01
10091663736,"55 UPPER GROUND, LONDON, SE1 9EY",55 UPPER GROUND,SE1 9EY,141.9,Over 18m,,194,MIXED USE,"RESIDENTIAL:194, OFFICES:1",{SGL99778},1,osgb1000005731398,22502600,SOUTHWARK,ENGLAND,531456.76,180443.94
10090747475,"5 BOURNEMOUTH ROAD, LONDON, SE15 4BH",5 BOURNEMOUTH ROAD,SE15 4BH,23.6,Over 18m,5,34,FLATS,RESIDENTIAL:35,{SGL405776},1,osgb1000006165182,22500297,SOUTHWARK,ENGLAND,534335.37,176249.44
200003363541,"40 BERMONDSEY STREET, LONDON, SE1 3UD",40 BERMONDSEY STREET,SE1 3UD,19.8,Over 18m,,4,MULTI (RETAIL) COMMERCIAL,OFFICES:4,{TGL150677},1,osgb1000006030853,22500218,SOUTHWARK,ENGLAND,533172,179898
200003363671,"43 TANNER STREET, LONDON, SE1 3PL",43 TANNER STREET,SE1 3PL,22.4,Over 18m,,5,MULTI COMMERCIAL,OFFICES:6,{TGL120430},1,osgb1000006030765,22502466,SOUTHWARK,ENGLAND,533442.03,179680.69
200003361753,"MALISHI HAIR DESIGN, 38 SNOWSFIELDS, LONDON, SE1 3SU",38 SNOWSFIELDS,SE1 3SU,18.9,Over 18m,4,8,RETAIL MIXED USE,"RESIDENTIAL:8, RETAILING:1",{TGL292035},1,osgb1000006030791,22502262,SOUTHWARK,ENGLAND,533012,179892
200003500557,"226 TOWER BRIDGE ROAD, LONDON, SE1 2UP",226 TOWER BRIDGE ROAD,SE1 2UP,26,Over 18m,,12,MULTI COMMERCIAL,OFFICES:7,{SGL395573},1,osgb1000006033672,22502529,SOUTHWARK,ENGLAND,533612,180064
10009798934,"L B SOUTHWARK PROPERTY DIVISION, 1A, BETHWIN ROAD, LONDON, SE5 0YJ",1A BETHWIN ROAD,SE5 0YJ,22.5,Over 18m,5,25,MIXED USE,"RESIDENTIAL:25, OFFICES:1",{LN186926},1,osgb1000005882885,22500231,SOUTHWARK,ENGLAND,532385.17,177475
10009806763,"195 LONG LANE, LONDON, SE1 4PD",195 LONG LANE,SE1 4PD,23.9,Over 18m,5,15,FLATS,RESIDENTIAL:15,{LN203868},1,osgb1000001769623574,22501547,SOUTHWARK,ENGLAND,533049,179510
200003354708,"182-194, UNION STREET, LONDON, SE1 0LH",182-194 UNION STREET,SE1 0LH,25.6,Over 18m,,8,MULTI COMMERCIAL,"OFFICES:5, STORAGE AND WAREHOUSING:3",{TGL160382},1,osgb1000005730857,22502587,SOUTHWARK,ENGLAND,531896,180033
10091668505,"180 BOROUGH HIGH STREET, LONDON, SE1 1LB",180 BOROUGH HIGH STREET,SE1 1LB,28.5,Over 18m,,15,MULTI (RETAIL) COMMERCIAL,"OFFICES:9, RETAILING:7",{SGL141023},1,osgb5000005205439439,22500284,SOUTHWARK,ENGLAND,532405.94,179802.56
10009797637,"121 DENMARK HILL, LONDON, SE5 8EN",121 DENMARK HILL,SE5 8EN,19,Over 18m,5,13,RETAIL MIXED USE,"RESIDENTIAL:13, OFFICES:1",{SGL241923},1,osgb1000001769599555,22500746,SOUTHWARK,ENGLAND,532729,175962
200003353313,"114 GREAT SUFFOLK STREET, LONDON, SE1 0BE",114 GREAT SUFFOLK STREET,SE1 0BE,18.4,Over 18m,,1,RETAIL MIXED USE,"RESIDENTIAL:1, RETAILING:1",{LN88087},1,osgb1000005727535,22501130,SOUTHWARK,ENGLAND,531992,179724
10090750490,"TUDOR HOUSE, 1 DUCHESS WALK, LONDON, SE1 2AA",TUDOR HOUSE 1 DUCHESS WALK,SE1 2AA,43.3,Over 18m,,98,FLATS,RESIDENTIAL:98,{TGL522291},1,osgb5000005177925996,22503356,SOUTHWARK,ENGLAND,533547.71,180051.95
200003755192,"WALCOT HOUSE EAST DULWICH ESTATE, ALBRIGHTON ROAD, LONDON, SE22 8AD",WALCOT HOUSE EAST DULWICH ESTATE ALBRIGHTON ROAD,SE22 8AD,23.7,Over 18m,3,36,FLATS,RESIDENTIAL:36,{LN3440},1,osgb1000006018078,22500036,SOUTHWARK,ENGLAND,533282,175655
200003755266,"VALOIS HOUSE ST SAVIOURS ESTATE, GRANGE WALK, LONDON, SE1 3EG",VALOIS HOUSE ST SAVIOURS ESTATE GRANGE WALK,SE1 3EG,22.2,Over 18m,5,40,FLATS,RESIDENTIAL:40,{TGL141660},1,osgb1000006031630,22501108,SOUTHWARK,ENGLAND,533596,179304
200003497346,"WILLSBRIDGE COURT, BIBURY CLOSE, LONDON, SE15 6QE",WILLSBRIDGE COURT BIBURY CLOSE,SE15 6QE,18.1,Over 18m,2,24,FLATS,RESIDENTIAL:24,{SGL234060},1,osgb1000006024332,22500239,SOUTHWARK,ENGLAND,533510,177596
200003356901,"8 HOLYROOD STREET, LONDON, SE1 2EL",8 HOLYROOD STREET,SE1 2EL,18.1,Over 18m,,4,MULTI (RETAIL) COMMERCIAL,"OFFICES:2, RETAILING:1, COMMUNITY BUILDINGS:1",{LN65073},1,osgb1000006033787,22501277,SOUTHWARK,ENGLAND,533220,180022
10091667348,"ZEISS COURT, 46 LANCASTER STREET, LONDON, SE1 0FY",ZEISS COURT 46 LANCASTER STREET,SE1 0FY,18.3,Over 18m,0,25,FLATS,RESIDENTIAL:25,{TGL128712},1,osgb1000005727435,22501461,SOUTHWARK,ENGLAND,531771.63,179586.04
200003499749,"SANDBY HOUSE GLEBE ESTATE, PECKHAM ROAD, LONDON, SE5 8QN",SANDBY HOUSE GLEBE ESTATE PECKHAM ROAD,SE5 8QN,18.4,Over 18m,3,17,FLATS,RESIDENTIAL:17,{TGL163201},1,osgb1000006021950,22501935,SOUTHWARK,ENGLAND,533123,176657
200003356543,"5-7, SOUTHWARK STREET, LONDON, SE1 1RQ",5-7 SOUTHWARK STREET,SE1 1RQ,22.3,Over 18m,,8,MULTI COMMERCIAL,"OFFICES:7, STORAGE AND WAREHOUSING:1","{73450,LN53686,SGL180810}",3,osgb1000005890395,22502304,SOUTHWARK,ENGLAND,532582,180128
200003499173,"DUNKIRK HOUSE, LONG LANE, LONDON, SE1 4BT",DUNKIRK HOUSE LONG LANE,SE1 4BT,18.1,Over 18m,4,15,FLATS,RESIDENTIAL:15,{LN46637},1,osgb1000005886914,22501547,SOUTHWARK,ENGLAND,532906,179538
200003372413,"SESSIONS HOUSE, NEWINGTON CAUSEWAY, LONDON, SE1 6AZ",SESSIONS HOUSE NEWINGTON CAUSEWAY,SE1 6AZ,20.4,Over 18m,,4,MULTI (RETAIL) COMMERCIAL,"RETAILING:3, OFFICES:1",{TGL58404},1,osgb1000005889427,22501798,SOUTHWARK,ENGLAND,532225,179411
10090286236,"PITMAN BUILDING, ARABELLA STREET, LONDON, SE16 4BB",PITMAN BUILDING ARABELLA STREET,SE16 4BB,23.2,Over 18m,3,38,FLATS,RESIDENTIAL:38,{TGL328679},1,osgb5000005117753785,22503341,SOUTHWARK,ENGLAND,534096,179403
10091665554,"PIONEER BUILDING, 91 NEWINGTON CAUSEWAY, LONDON, SE1 6BN",PIONEER BUILDING 91 NEWINGTON CAUSEWAY,SE1 6BN,67.9,Over 18m,,38,FLATS,RESIDENTIAL:38,{SGL508969},1,osgb1000005889498,22501798,SOUTHWARK,ENGLAND,532062.14,179288.58
200003498851,"MISSENDEN, INVILLE ROAD, LONDON, SE17 2HU",MISSENDEN INVILLE ROAD,SE17 2HU,24.5,Over 18m,9,269,FLATS,RESIDENTIAL:269,{TGL303136},1,osgb1000005885312,22501332,SOUTHWARK,ENGLAND,532894,178077
10090750406,"BALMORAL HOUSE, EARLS WAY, LONDON, SE1 2SE",BALMORAL HOUSE EARLS WAY,SE1 2SE,43.3,Over 18m,,90,FLATS,RESIDENTIAL:90,{TGL191157},1,osgb5000005177925996,22503357,SOUTHWARK,ENGLAND,533500.28,180032.86
200003354909,"MCLAREN HOUSE, 1 ST GEORGES CIRCUS, LONDON, SE1 0AP",MCLAREN HOUSE 1 ST GEORGES CIRCUS,SE1 0AP,34,Over 18m,,3,RESIDENTIAL EDUCATION,"RESIDENTIAL:3, INSTITUTIONAL AND COMMUNAL ACCOMMODATION:1",{SGL494028},1,osgb1000005729425,22502335,SOUTHWARK,ENGLAND,531619,179482
200003500483,"51 TANNER STREET, LONDON, SE1 3PL",51 TANNER STREET,SE1 3PL,23.8,Over 18m,6,12,FLATS,RESIDENTIAL:12,{SGL24713},1,osgb1000042993107,22502466,SOUTHWARK,ENGLAND,533526,179641
200003497654,"205 CAMBERWELL GROVE, LONDON, SE5 8JU",205 CAMBERWELL GROVE,SE5 8JU,18.8,Over 18m,3,5,FLATS,RESIDENTIAL:5,{TGL154885},1,osgb1000006018279,22500402,SOUTHWARK,ENGLAND,533269,175885
200003755261,"FITZMAURICE HOUSE RENNIE ESTATE, GALLEYWALL ROAD, LONDON, SE16 3PG",FITZMAURICE HOUSE RENNIE ESTATE GALLEYWALL ROAD,SE16 3PG,27,Over 18m,7,32,FLATS,RESIDENTIAL:32,{TGL242005},1,osgb1000006169683,22501019,SOUTHWARK,ENGLAND,534941,178574
200003500044,"HARWOOD POINT, 307 ROTHERHITHE STREET, LONDON, SE16 5HD",HARWOOD POINT 307 ROTHERHITHE STREET,SE16 5HD,26.4,Over 18m,6,48,FLATS,RESIDENTIAL:48,{SGL304338},1,osgb1000042666129,22502127,SOUTHWARK,ENGLAND,536626,179777
200003500112,"HAVISHAM HOUSE DICKENS ESTATE, SCOTT LIDGETT CRESCENT, LONDON, SE16 4UY",HAVISHAM HOUSE DICKENS ESTATE SCOTT LIDGETT CRESCENT,SE16 4UY,18.3,Over 18m,4,19,FLATS,RESIDENTIAL:19,{SGL214305},1,osgb1000006172837,22502202,SOUTHWARK,ENGLAND,534242,179562
200003498617,"SKYLINE COURT, 9 GRANGE YARD, LONDON, SE1 3AN",SKYLINE COURT 9 GRANGE YARD,SE1 3AN,21.4,Over 18m,4,40,FLATS,RESIDENTIAL:40,{SGL311571},1,osgb1000006031477,22501111,SOUTHWARK,ENGLAND,533672.15,179215.77
200003500491,"DENT HOUSE ALVEY ESTATE, TATUM STREET, LONDON, SE17 1TT",DENT HOUSE ALVEY ESTATE TATUM STREET,SE17 1TT,18.2,Over 18m,4,20,FLATS,RESIDENTIAL:20,{TGL184475},1,osgb1000006028020,22502473,SOUTHWARK,ENGLAND,533086,178546
10090283726,"CUTLER APARTMENTS, 134 NEW KENT ROAD, LONDON, SE1 6TU",CUTLER APARTMENTS 134 NEW KENT ROAD,SE1 6TU,23,Over 18m,1,11,FLATS,RESIDENTIAL:11,{LN157198},1,osgb5000005101662577,22501783,SOUTHWARK,ENGLAND,532491,178934
10000816506,"COLUMBIA POINT CANADA ESTATE, MOODKEE STREET, LONDON, SE16 7BE",COLUMBIA POINT CANADA ESTATE MOODKEE STREET,SE16 7BE,62.9,Over 18m,20,80,FLATS,RESIDENTIAL:80,{291616},1,osgb1000041683222,22501741,SOUTHWARK,ENGLAND,535399,179424
200003499178,"102 LONG LANE, LONDON, SE1 4BN",102 LONG LANE,SE1 4BN,20.4,Over 18m,4,10,FLATS,RESIDENTIAL:10,{TGL325191},1,osgb1000005887072,22501547,SOUTHWARK,ENGLAND,532814,179637
200003494567,"DEPARTMENT OF WORK & PENSIONS, COBURG HOUSE, 63-67, NEWINGTON CAUSEWAY, LONDON, SE1 6LS",COBURG HOUSE 63-67 NEWINGTON CAUSEWAY,SE1 6LS,19,Over 18m,,2,MULTI COMMERCIAL,"OFFICES:2, STORAGE AND WAREHOUSING:1",{SGL391266},1,osgb1000005889486,22501798,SOUTHWARK,ENGLAND,532119,179378
200003755365,"BRENLEY HOUSE TABARD GARDEN ESTATE, TENNIS STREET, LONDON, SE1 1YG",BRENLEY HOUSE TABARD GARDEN ESTATE TENNIS STREET,SE1 1YG,18.7,Over 18m,5,40,FLATS,RESIDENTIAL:40,{SGL236955},1,osgb1000005887286,22502480,SOUTHWARK,ENGLAND,532640,179758
200003499515,"BETSHAM HOUSE, NEWCOMEN STREET, LONDON, SE1 1YU",BETSHAM HOUSE NEWCOMEN STREET,SE1 1YU,18.1,Over 18m,4,25,FLATS,RESIDENTIAL:25,{SGL236955},1,osgb1000005887284,22501791,SOUTHWARK,ENGLAND,532609,179907
200003755361,"BEECH HOUSE AINSTY ESTATE, SWAN ROAD, LONDON, SE16 7DQ",BEECH HOUSE AINSTY ESTATE SWAN ROAD,SE16 7DQ,20.6,Over 18m,5,52,FLATS,RESIDENTIAL:52,{TGL104943},1,osgb1000041681693,22502442,SOUTHWARK,ENGLAND,535505,179799
200003497961,"BALDOCK HOUSE CRAWFORD ESTATE, CRAWFORD ROAD, LONDON, SE5 9PS",BALDOCK HOUSE CRAWFORD ESTATE CRAWFORD ROAD,SE5 9PS,18,Over 18m,4,20,FLATS,RESIDENTIAL:20,{SGL298041},1,osgb1000005879525,22500637,SOUTHWARK,ENGLAND,532409,176407
200003497030,"ALBERT WESTCOTT HOUSE ALBERTA ESTATE, ALBERTA STREET, LONDON, SE17 3SE",ALBERT WESTCOTT HOUSE ALBERTA ESTATE ALBERTA STREET,SE17 3SE,37.4,Over 18m,11,48,FLATS,RESIDENTIAL:48,{LN129939},1,osgb1000005725919,22500031,SOUTHWARK,ENGLAND,531808,178373
10009803052,"82 OLD KENT ROAD, LONDON, SE1 4NX",82 OLD KENT ROAD,SE1 4NX,27.3,Over 18m,,3,MULTI (RETAIL) COMMERCIAL,RETAILING:3,{TGL271213},1,osgb1000001769617370,22501843,SOUTHWARK,ENGLAND,533129,178788
200003359540,"7 HOLYROOD STREET, LONDON, SE1 2EL",7 HOLYROOD STREET,SE1 2EL,18.2,Over 18m,,7,MULTI COMMERCIAL,OFFICES:7,{LN69707},1,osgb1000006033827,22501277,SOUTHWARK,ENGLAND,533210,180028
10094084320,"69 SOUTHWARK STREET, LONDON, SE1 0HX",69 SOUTHWARK STREET,SE1 0HX,53.1,Over 18m,,9,FLATS,RESIDENTIAL:9,{LN81684},1,osgb1000005890758,22502304,SOUTHWARK,ENGLAND,532057,180192
200003496883,"LENTA BUSINESS SPACE, 50 WESTMINSTER BRIDGE ROAD, LONDON, SE1 7QY",50 WESTMINSTER BRIDGE ROAD,SE1 7QY,22.6,Over 18m,,1,MULTI COMMERCIAL,OFFICES:2,{TGL19454},1,osgb1000005730065,22502685,SOUTHWARK,ENGLAND,531394.18,179456.45
200003368025,"217 TABARD STREET, LONDON, SE1 4UR",217 TABARD STREET,SE1 4UR,18.7,Over 18m,,10,MIXED USE,"RESIDENTIAL:9, OFFICES:1",{TGL307810},1,osgb1000005888734,22502459,SOUTHWARK,ENGLAND,532842,179287
200003356917,"RBS, 201 TOOLEY STREET, LONDON, SE1 2JX",201 TOOLEY STREET,SE1 2JX,18.9,Over 18m,,2,MULTI (RETAIL) COMMERCIAL,RETAILING:2,{TGL455906},1,osgb1000006030247,22502518,SOUTHWARK,ENGLAND,533529,179944
200003355626,"204 GREAT SUFFOLK STREET, LONDON, SE1 1NY",204 GREAT SUFFOLK STREET,SE1 1NY,19.5,Over 18m,,2,MAISONETTE,RESIDENTIAL:2,{TGL160590},1,osgb1000005887961,22501130,SOUTHWARK,ENGLAND,532240,179608
200003359653,"MEGA PIZZA & CHICKEN UK LTD, 128 TOOLEY STREET, LONDON, SE1 2TU",128 TOOLEY STREET,SE1 2TU,21.9,Over 18m,,1,MULTI (RETAIL) COMMERCIAL,"RETAILING:1, OFFICES:1",{SGL378704},1,osgb1000006033778,22502518,SOUTHWARK,ENGLAND,533224,180076
200003755206,"WINNINGTON HOUSE WYNDHAM ESTATE, BETHWIN ROAD, LONDON, SE5 0XR",WINNINGTON HOUSE WYNDHAM ESTATE BETHWIN ROAD,SE5 0XR,18.2,Over 18m,4,32,FLATS,RESIDENTIAL:32,{TGL200313},1,osgb1000005883144,22500231,SOUTHWARK,ENGLAND,532215,177369
200003499780,"WAVENEY HOUSE RYE HILL ESTATE, PECKHAM RYE, LONDON, SE15 3JA",WAVENEY HOUSE RYE HILL ESTATE PECKHAM RYE,SE15 3JA,20.8,Over 18m,4,31,MIXED USE,"RESIDENTIAL:30, INDUSTRY:1",{TGL41556},1,osgb1000006160282,22501941,SOUTHWARK,ENGLAND,534912,175257
200003497721,"WICKWAY COURT, CATOR STREET, LONDON, SE15 6QB",WICKWAY COURT CATOR STREET,SE15 6QB,21.8,Over 18m,6,109,FLATS,RESIDENTIAL:109,{SGL234060},1,osgb1000006024390,22500466,SOUTHWARK,ENGLAND,533695,177562
200003497958,"WICKSTEED HOUSE ROCKINGHAM ESTATE, COUNTY STREET, LONDON, SE1 6RH",WICKSTEED HOUSE ROCKINGHAM ESTATE COUNTY STREET,SE1 6RH,18.3,Over 18m,4,88,FLATS,RESIDENTIAL:88,{SGL404532},1,osgb1000005889267,22500618,SOUTHWARK,ENGLAND,532383,179068
200003755196,"WHITNEY HOUSE EAST DULWICH ESTATE, ALBRIGHTON ROAD, LONDON, SE22 8AF",WHITNEY HOUSE EAST DULWICH ESTATE ALBRIGHTON ROAD,SE22 8AF,21.7,Over 18m,1,26,FLATS,RESIDENTIAL:26,{LN3440},1,osgb1000006018069,22500036,SOUTHWARK,ENGLAND,533328,175745
10000816606,"THE LEATHERMARKET, WESTON STREET, LONDON, SE1 3ER",THE LEATHERMARKET WESTON STREET,SE1 3ER,18.6,Over 18m,,141,MULTI (RETAIL) COMMERCIAL,"OFFICES:102, INDUSTRY:15, STORAGE AND WAREHOUSING:14, RETAILING:10",{TGL93314},1,osgb1000006030640,22502690,SOUTHWARK,ENGLAND,533068,179645
200003355242,"ST MARGARETS HOUSE, 18-20, SOUTHWARK STREET, LONDON, SE1 1TJ",ST MARGARETS HOUSE 18-20 SOUTHWARK STREET,SE1 1TJ,20.4,Over 18m,,5,MULTI (RETAIL) COMMERCIAL,"OFFICES:4, RETAILING:1",{TGL200595},1,osgb1000005890308,22502304,SOUTHWARK,ENGLAND,532623,180186
200003497739,"RUSKIN PARK HOUSE, CHAMPION HILL, LONDON, SE5 8TH",RUSKIN PARK HOUSE CHAMPION HILL,SE5 8TH,22.2,Over 18m,6,241,FLATS,RESIDENTIAL:241,{LN66321},1,osgb1000005873392,22500477,SOUTHWARK,ENGLAND,532870,175870
200003500816,"OVERY HOUSE WEBBER ROW ESTATE, WEBBER ROW, LONDON, SE1 8QX",OVERY HOUSE WEBBER ROW ESTATE WEBBER ROW,SE1 8QX,20.3,Over 18m,5,26,MIXED USE,"RESIDENTIAL:25, COMMUNITY BUILDINGS:1",{SGL368888},1,osgb1000005727390,22502666,SOUTHWARK,ENGLAND,531545,179674
10090286381,"PARKER BUILDING, FREDA STREET, LONDON, SE1 2RW",PARKER BUILDING FREDA STREET,SE1 2RW,32.5,Over 18m,3,84,FLATS,RESIDENTIAL:84,{TGL328679},1,osgb5000005114769513,22503342,SOUTHWARK,ENGLAND,534089.94,179479.83
10090748056,"OLEANDER HOUSE, 1A, GLENGALL ROAD, LONDON, SE1 5AG",OLEANDER HOUSE 1A GLENGALL ROAD,SE1 5AG,24.4,Over 18m,0,10,FLATS,RESIDENTIAL:10,{TGL281634},1,osgb5000005116583410,22501062,SOUTHWARK,ENGLAND,533950.58,178095.28
